message,subject,complaint_text,intent,category
One of the worst customer service! Sadly I have to give this comment! I asked for return and refund! But all supervisors also failed to answer my question! One supervisor wantedly heard my voice and ignored as she is unable to hear anything from my end! And hung up! Pls check it and take further actions,,One of the worst customer service! Sadly I have to give this comment! I asked for return and refund! But all supervisors also failed to answer my question! One supervisor wantedly heard my voice and ignored as she is unable to hear anything from my end! And hung up! Pls check it and take further actions,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Great,,Great,Return cancellation,REFUND_REQUEST
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
I feel relex to talk you,,I feel relex to talk you,Product Specific Information,PRODUCT_ISSUE
Improve your delivery i.e. avoid damaged products delivery as it's becoming quite common nowadays.,,Improve your delivery i.e. avoid damaged products delivery as it's becoming quite common nowadays.,Return request,REFUND_REQUEST
Great effort,,Great effort,Delayed,DELIVERY_SHIPPING_PROBLEM
Excellent,,Excellent,Wrong,PRODUCT_ISSUE
It was seamless,,It was seamless,Return request,REFUND_REQUEST
4,,4,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
????,,????,Delayed,DELIVERY_SHIPPING_PROBLEM
Allow portal flexible for the user to search by color also.Also educate your customer service agents to not handle users with service attitude not hung up like   did to me on chat. Over the phone Yogesh did his best to handie to issue.,,Allow portal flexible for the user to search by color also.Also educate your customer service agents to not handle users with service attitude not hung up like did to me on chat. Over the phone Yogesh did his best to handie to issue.,Wrong,PRODUCT_ISSUE
Best support,,Best support,Missing,PRODUCT_ISSUE
I have contacted the customer support twice and they hung up in between the call. I am opening the ticket with consumer court to report the incident of misleading information over your application.,,I have contacted the customer support twice and they hung up in between the call. I am opening the ticket with consumer court to report the incident of misleading information over your application.,Product Specific Information,PRODUCT_ISSUE
Thanks,,Thanks,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good person,,Good person,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"Loan Approved

Claim loan funds: https://loan-offer.com",Loan Approved,Loan Approved Loan Approved Claim loan funds: https://loan-offer.com,HR/Scam/Reward,SECURITY_CONCERN
Good,,Good,Delayed,DELIVERY_SHIPPING_PROBLEM
Please give exact reason and solution don't ramble on,,Please give exact reason and solution don't ramble on,General Enquiry,OTHER
Very good respect people,,Very good respect people,Installation/demo,PRODUCT_ISSUE
"Recent Account Activity

View your recent login activity in your Google account settings.",Recent Account Activity,Recent Account Activity Recent Account Activity View your recent login activity in your Google account settings.,Informational,OTHER
I feel your delivery partners hesitates to deliver our product to us.,,I feel your delivery partners hesitates to deliver our product to us.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Your resellers was very lazy about his work.Send wrong product to me many times.,,Your resellers was very lazy about his work.Send wrong product to me many times.,Wrong,PRODUCT_ISSUE
Delivery boy frod he,,Delivery boy frod he,UnProfessional Behaviour,SERVICE_QUALITY
Voice is very sweets,,Voice is very sweets,UnProfessional Behaviour,SERVICE_QUALITY
Good,,Good,Delayed,DELIVERY_SHIPPING_PROBLEM
Okkk,,Okkk,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thank you,,Thank you,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
My experience with Shopzilla is too much bad. I think in future i'm not buy any product with Shopzilla if my issue not resolve,,My experience with Shopzilla is too much bad. I think in future i'm not buy any product with Shopzilla if my issue not resolve,Installation/demo,PRODUCT_ISSUE
Anytime supporting executive  . So I am very happy,,Anytime supporting executive . So I am very happy,e-Gift Voucher,PAYMENT_TRANSACTION_ISSUE
Thanks,,Thanks,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
????,,????,Refund Related Issues,REFUND_REQUEST
God,,God,Wrong,PRODUCT_ISSUE
Customer service is very good ??,,Customer service is very good ??,Product related Issues,PRODUCT_ISSUE
Why I have to go to a service centre in 1 day if the product is not working properly ??,,Why I have to go to a service centre in 1 day if the product is not working properly ??,Installation/demo,PRODUCT_ISSUE
Ji,,Ji,Refund Related Issues,REFUND_REQUEST
Good jop,,Good jop,Delayed,DELIVERY_SHIPPING_PROBLEM
No,,No,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Thanks for ur support,,Thanks for ur support,Delayed,DELIVERY_SHIPPING_PROBLEM
Nice,,Nice,Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
My Shopzilla pay by latter With out any resion my account   immediately relise my Shopzilla pay by latter....,,My Shopzilla pay by latter With out any resion my account immediately relise my Shopzilla pay by latter....,General Enquiry,OTHER
My issue is not solved women bawli   and dupatta set for delivered and return but 2 month above there is not send my refund so I request you haliyal branch manager say my refund is sending me plz,,My issue is not solved women bawli and dupatta set for delivered and return but 2 month above there is not send my refund so I request you haliyal branch manager say my refund is sending me plz,Delayed,DELIVERY_SHIPPING_PROBLEM
Very good,,Very good,Wrong,PRODUCT_ISSUE
Try to resolve the issues without taking a valuable time of your valued customers as 5 days is too long already and it's been again dragged for another 5 days without providing resolution. Taking a lot of time for resolution.,,Try to resolve the issues without taking a valuable time of your valued customers as 5 days is too long already and it's been again dragged for another 5 days without providing resolution. Taking a lot of time for resolution.,Service Centres Related,SERVICE_QUALITY
Good,,Good,Fraudulent User,SECURITY_CONCERN
Worst service and policy. Never recommended to anyone. Worst means worst. Very irritating for customers. No worries about customer not customer centric,,Worst service and policy. Never recommended to anyone. Worst means worst. Very irritating for customers. No worries about customer not customer centric,Delayed,DELIVERY_SHIPPING_PROBLEM
Nice,,Nice,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Reduce time to resolve any complaints,,Reduce time to resolve any complaints,Return request,REFUND_REQUEST
I contacted regarding an order where only a code had to be emailed but delivery date was of 7 days out. Sending a code in email should be instant (should not take that long). But the support executive didn understand the issue/concern.,,I contacted regarding an order where only a code had to be emailed but delivery date was of 7 days out. Sending a code in email should be instant (should not take that long). But the support executive didn understand the issue/concern.,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
It's very bad,,It's very bad,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
She is so humble,,She is so humble,Payment related Queries,PAYMENT_TRANSACTION_ISSUE
Issu problem   very ????,,Issu problem very ????,Installation/demo,PRODUCT_ISSUE
Such a nice guys,,Such a nice guys,Return request,REFUND_REQUEST
very helpful,,very helpful,Priority delivery,DELIVERY_SHIPPING_PROBLEM
Delivery executive is very bad behaviour Bolraha hai tum   order office   main   dunga kya kare bataiye Shopzilla support,,Delivery executive is very bad behaviour Bolraha hai tum order office main dunga kya kare bataiye Shopzilla support,UnProfessional Behaviour,SERVICE_QUALITY
Inse baat karke bahut,,Inse baat karke bahut,Delayed,DELIVERY_SHIPPING_PROBLEM
You need to make more policies for product issues,,You need to make more policies for product issues,Refund Related Issues,REFUND_REQUEST
I'm happy ??,,I'm happy ??,Payment related Queries,PAYMENT_TRANSACTION_ISSUE
Please don't make your representative talk and think like a robots make them understand the concern of customer. I know this will be useless because Shopzilla do t even bother about it,,Please don't make your representative talk and think like a robots make them understand the concern of customer. I know this will be useless because Shopzilla do t even bother about it,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Refund icon should be in the website orapp,,Refund icon should be in the website orapp,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
ache,,ache,Fraudulent User,SECURITY_CONCERN
Thanks,,Thanks,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Please solve the problem s,,Please solve the problem s,Exchange / Replacement,PRODUCT_ISSUE
She is nice girl nd understood my prblm and I m satisfied with her.. her name is ranjeta I think,,She is nice girl nd understood my prblm and I m satisfied with her.. her name is ranjeta I think,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Very nice conversation,,Very nice conversation,Fraudulent User,SECURITY_CONCERN
Dally,,Dally,Delayed,DELIVERY_SHIPPING_PROBLEM
Such an idiot,,Such an idiot,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Stop wasting customers time,,Stop wasting customers time,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Ys,,Ys,Not Needed,REFUND_REQUEST
Improve,,Improve,Delayed,DELIVERY_SHIPPING_PROBLEM
Nothing useful useless company,,Nothing useful useless company,UnProfessional Behaviour,SERVICE_QUALITY
Good,,Good,Fraudulent User,SECURITY_CONCERN
Return,,Return,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
??,,??,Return request,REFUND_REQUEST
"Need to update clause in \""No return\"" policy in the case when customer receive totaly different product.",,"Need to update clause in \""No return\"" policy in the case when customer receive totaly different product.",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
The executive is highly appriciated. Thank you so much!,,The executive is highly appriciated. Thank you so much!,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Thanks,,Thanks,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Issue not resolved but they complaint close their end.my issue is dragging since long still not resolved,,Issue not resolved but they complaint close their end.my issue is dragging since long still not resolved,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
6 Times request repeated.,,6 Times request repeated.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Every thing was good,,Every thing was good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Please send us the product which specifications or details mentioned on Shopzilla at the order time. It is very difficult for us to receive less quality or small size product. Unexpected and unsatisfied from Shopzilla.,,Please send us the product which specifications or details mentioned on Shopzilla at the order time. It is very difficult for us to receive less quality or small size product. Unexpected and unsatisfied from Shopzilla.,Refund Enquiry,REFUND_REQUEST
Nice,,Nice,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
No resolution still issue unresolved pathetic experience,,No resolution still issue unresolved pathetic experience,Refund Related Issues,REFUND_REQUEST
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thanks To Shopzilla,,Thanks To Shopzilla,Return request,REFUND_REQUEST
Thank you Shopzilla support teem,,Thank you Shopzilla support teem,Signup Issues,ACCOUNT_LOGIN_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Puta call option in help center.,,Puta call option in help center.,Product Specific Information,PRODUCT_ISSUE
"This is about previous call from Shopzilla,  Shopzilla was not able to contact me and still closed the ticket saying resolved. So resolved means not closing the ticket but addressing the customer issue",,"This is about previous call from Shopzilla, Shopzilla was not able to contact me and still closed the ticket saying resolved. So resolved means not closing the ticket but addressing the customer issue",Unable to track,DELIVERY_SHIPPING_PROBLEM
Thank you sir,,Thank you sir,Return request,REFUND_REQUEST
The product delivered by Shopzilla is pathetic,,The product delivered by Shopzilla is pathetic,Product Specific Information,PRODUCT_ISSUE
All is good,,All is good,Payment related Queries,PAYMENT_TRANSACTION_ISSUE
Give the customer care executive a good raise she understands well,,Give the customer care executive a good raise she understands well,Return request,REFUND_REQUEST
Great,,Great,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
No problem,,No problem,Delayed,DELIVERY_SHIPPING_PROBLEM
Make it quick,,Make it quick,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very good,,Very good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
